"LotArea","Neighborhood","OverallQuality","OverallCondition","YearBuilt","YearRemodeled","BuildingType","CentralAir","LivingArea","Bathrooms","Bedrooms","Fireplaces","SalePrice","YearSold","MonthSold","HasGarage"
297.5,"Blmngtn",7,5,2006,2006,"Townhouse","Y",106.4,2,2,0,160.0,2010,1,1
295.6,"Blmngtn",8,5,2004,2005,"Townhouse","Y",117.9,2,2,1,192.0,2010,4,1
1235.5,"Gilbert",7,5,2004,2004,"Single-family","Y",127.6,2,3,1,184.5,2010,6,1
729.3,"Gilbert",6,5,2002,2002,"Single-family","Y",182.1,2,4,2,216.5,2010,5,1
796.8,"Gilbert",7,5,2004,2004,"Single-family","Y",161.0,2,3,1,185.1,2010,4,1
719.9,"Gilbert",7,5,2000,2000,"Single-family","Y",132.8,2,3,1,180.0,2010,4,1
883.0,"Gilbert",7,5,2001,2001,"Single-family","Y",189.0,2,3,1,222.5,2010,5,1
1372.4,"NoRidge",9,5,1999,1999,"Single-family","Y",241.4,2,4,1,333.2,2010,5,1
1619.4,"NoRidge",8,5,1998,1998,"Single-family","Y",229.9,2,4,1,355.0,2010,1,1
984.0,"NoRidge",7,5,1996,1996,"Single-family","Y",159.8,2,3,1,260.4,2010,3,1
1138.5,"NoRidge",8,5,1994,1995,"Single-family","Y",243.6,2,3,2,325.0,2010,4,1
1092.8,"NoRidge",8,7,1999,2007,"Single-family","Y",210.9,2,4,1,290.0,2010,4,1
1557.8,"NoRidge",7,5,1998,1998,"Single-family","Y",170.8,2,4,0,221.0,2010,6,1
1367.4,"NoRidge",8,5,1995,1996,"Single-family","Y",300.8,2,4,1,410.0,2010,3,1
834.8,"Somerst",8,5,2005,2006,"Single-family","Y",148.2,2,2,1,221.5,2010,5,1
856.0,"Somerst",7,5,2009,2010,"Single-family","Y",113.1,2,2,0,204.5,2010,4,1
802.6,"Somerst",7,5,2009,2009,"Single-family","Y",143.7,2,3,0,215.2,2010,6,1
836.0,"Somerst",8,5,2008,2008,"Single-family","Y",145.5,2,3,0,262.5,2010,4,1
1166.0,"Somerst",7,5,2004,2005,"Single-family","Y",180.9,2,3,1,254.9,2010,5,1
969.8,"Somerst",6,5,2005,2005,"Single-family","Y",136.4,2,2,1,271.5,2010,5,1
942.1,"SawyerW",7,5,2004,2004,"Single-family","Y",193.6,2,4,0,233.0,2010,1,1
1107.3,"SawyerW",7,5,2004,2004,"Single-family","Y",154.1,2,3,0,181.0,2010,4,1
824.9,"SawyerW",7,5,1994,2002,"Single-family","Y",196.0,2,3,2,205.0,2010,5,1
744.3,"SawyerW",6,5,1980,1980,"Townhouse","Y",85.7,2,2,1,143.0,2010,5,1
1042.1,"SawyerW",6,5,1992,1992,"Single-family","Y",171.4,2,3,1,189.0,2010,5,1
733.1,"SawyerW",6,5,1979,1979,"Townhouse","Y",85.3,2,2,1,99.5,2010,4,1
666.5,"SawyerW",6,5,1984,1984,"Townhouse","Y",69.9,1,2,0,125.0,2010,2,1
878.1,"SawyerW",7,7,1993,2003,"Single-family","Y",162.0,2,3,0,194.5,2010,2,1
898.5,"SawyerW",6,5,1984,1985,"Single-family","Y",101.9,2,3,0,152.0,2010,5,1
780.3,"SawyerW",6,6,1980,1981,"Single-family","Y",145.3,2,3,1,171.0,2010,4,1
910.4,"SawyerW",5,5,1920,1950,"Single-family","N",94.0,1,2,0,67.5,2010,4,1
829.5,"Sawyer",6,5,1978,1978,"Two-family","Y",176.7,2,4,0,112.0,2010,4,1
1094.5,"Sawyer",5,7,1961,1995,"Single-family","Y",107.3,1,3,0,148.0,2010,6,1
785.0,"Sawyer",5,8,1965,2009,"Single-family","Y",83.0,1,3,1,138.5,2010,4,1
912.1,"Sawyer",5,5,1967,1967,"Single-family","Y",83.6,1,3,0,122.0,2010,2,1
696.7,"Sawyer",5,5,1963,1963,"Single-family","Y",96.6,1,3,0,133.0,2010,6,1
640.7,"Sawyer",5,8,1962,2010,"Single-family","Y",96.6,1,3,0,127.0,2010,4,1
1431.5,"Sawyer",6,6,1974,2002,"Single-family","Y",138.8,2,3,2,169.0,2010,4,1
946.2,"NoRidge",7,5,1992,1992,"Single-family","Y",178.6,2,3,1,190.0,2010,6,1
1220.9,"NoRidge",8,5,1993,1993,"Single-family","Y",218.2,2,4,1,362.5,2010,6,1
1034.3,"NoRidge",8,5,1992,1993,"Single-family","Y",206.7,2,4,1,285.0,2010,6,1
449.1,"Somerst",7,5,2004,2005,"Townhouse","Y",138.2,2,2,1,260.0,2010,3,1
326.5,"Somerst",7,5,2004,2004,"Townhouse","Y",156.1,2,2,0,190.0,2010,1,1
298.7,"Somerst",7,5,2004,2004,"Townhouse","Y",111.5,2,2,0,155.0,2010,4,1
295.6,"Somerst",7,5,2004,2005,"Townhouse","Y",111.5,2,2,0,151.0,2010,6,1
236.3,"Somerst",7,5,2004,2005,"","Y",111.5,2,2,0,149.5,2010,2,1
236.3,"Somerst",6,5,2005,2005,"","Y",114.8,2,2,0,152.0,2010,5,1
409.0,"Somerst",7,5,2009,2009,"Single-family","Y",137.3,2,2,1,222.0,2010,6,1
196.7,"Somerst",6,5,2000,2000,"","Y",146.1,2,3,0,177.5,2010,6,1
276.8,"Somerst",6,5,2000,2000,"Townhouse","Y",140.5,2,2,0,177.0,2010,5,1
238.9,"Somerst",7,5,1999,1999,"","Y",131.5,2,3,0,155.0,2010,5,1
223.2,"Somerst",7,5,2003,2003,"Townhouse","Y",100.3,2,2,0,147.1,2010,6,1
1194.0,"Somerst",8,5,2010,2010,"Single-family","Y",131.7,1,1,1,267.9,2010,4,1
685.5,"Somerst",8,5,2000,2000,"Single-family","Y",171.7,2,3,1,254.0,2010,4,1
410.6,"Greens",8,5,1980,1980,"Townhouse","Y",73.2,1,1,1,155.0,2010,6,1
360.4,"Greens",8,6,1978,1978,"","Y",113.9,1,1,1,206.0,2010,1,1
1255.6,"Sawyer",6,8,1976,2005,"Single-family","Y",137.4,2,3,0,130.5,2010,3,1
743.2,"Somerst",7,5,2002,2002,"Single-family","Y",138.6,2,3,1,230.0,2010,4,1
971.3,"NWAmes",6,6,1967,1967,"Single-family","Y",169.9,2,4,0,218.5,2010,5,1
1002.4,"NWAmes",6,5,1993,1993,"Single-family","Y",231.8,2,4,1,243.5,2010,3,1
985.0,"NWAmes",6,7,1977,2001,"Single-family","Y",149.6,2,3,2,205.0,2010,2,1
1749.8,"NWAmes",6,5,1978,1978,"Single-family","Y",175.7,3,3,1,212.5,2010,4,1
968.0,"NWAmes",7,5,1988,1988,"Single-family","Y",159.2,2,3,1,196.5,2010,3,1
869.5,"NWAmes",6,7,1972,2006,"Single-family","Y",128.3,1,3,1,197.5,2010,3,1
891.8,"NWAmes",6,6,1971,1971,"Single-family","Y",152.8,1,4,0,171.0,2010,6,1
891.8,"NAmes",5,5,1966,1966,"Single-family","Y",114.4,1,3,0,142.2,2010,4,1
909.4,"NWAmes",6,5,1963,1963,"Single-family","Y",123.4,1,3,2,143.0,2010,6,1
865.8,"NAmes",4,5,1959,1959,"Single-family","Y",113.8,1,3,0,129.0,2010,1,0
919.7,"NAmes",5,5,1966,1966,"Single-family","Y",112.3,1,3,0,159.0,2010,4,1
899.2,"NAmes",5,6,1967,1967,"Single-family","Y",140.3,2,3,0,178.9,2010,4,1
984.7,"NAmes",6,5,1964,1964,"Single-family","Y",164.9,2,3,0,136.3,2010,5,1
1310.9,"NAmes",5,7,1964,1964,"Single-family","Y",107.0,1,3,1,180.5,2010,4,1
817.5,"NAmes",6,7,1963,1963,"Single-family","Y",97.9,1,3,0,137.5,2010,5,1
1231.8,"NAmes",5,6,1962,2001,"Two-family","Y",160.5,2,6,0,84.9,2010,1,0
902.7,"NAmes",5,6,1950,1996,"Single-family","Y",100.1,1,2,0,142.1,2010,4,1
903.3,"NAmes",5,7,1952,2002,"Single-family","Y",228.6,2,3,2,197.6,2010,3,1
1612.6,"NAmes",6,6,1949,1950,"Single-family","Y",144.5,2,3,1,172.5,2010,1,1
669.5,"BrkSide",5,7,1958,2008,"Single-family","Y",79.7,1,2,0,116.5,2010,2,0
497.0,"BrkSide",3,2,1940,1966,"Single-family","Y",121.3,1,3,0,76.5,2010,5,0
921.5,"NAmes",5,5,1954,1954,"Single-family","Y",98.7,1,3,0,128.0,2010,2,1
891.8,"NAmes",6,6,1955,1972,"Single-family","Y",141.2,1,3,2,153.0,2010,3,1
724.6,"NAmes",5,6,1954,1954,"Single-family","Y",117.8,1,2,1,132.0,2010,3,1
1057.1,"NAmes",6,8,1966,2008,"Single-family","Y",104.8,1,2,1,178.0,2010,1,1
1077.6,"NAmes",5,5,1960,1960,"Two-family","Y",211.2,2,5,0,154.3,2010,1,1
1848.6,"NAmes",7,5,1970,1989,"Single-family","Y",205.0,2,3,1,180.0,2010,7,1
1532.0,"NAmes",6,6,1966,2002,"Single-family","Y",175.4,2,2,1,190.0,2010,6,1
768.0,"NAmes",5,5,1958,1958,"Two-family","Y",149.0,2,4,0,135.0,2010,3,1
761.5,"NAmes",7,5,2003,2009,"Single-family","Y",137.5,2,3,0,214.0,2010,2,1
747.8,"NAmes",5,5,1959,1959,"Single-family","Y",106.2,1,3,0,136.0,2010,5,1
980.2,"NAmes",5,5,1959,1959,"Single-family","Y",157.9,1,4,1,165.5,2010,4,1
780.3,"NAmes",5,6,1957,1957,"Single-family","Y",122.1,1,3,0,145.0,2010,6,1
813.8,"NAmes",6,6,1959,1959,"Single-family","Y",110.9,1,3,0,148.0,2010,4,1
1129.6,"NAmes",5,5,1959,1959,"Single-family","Y",110.4,1,3,0,142.0,2010,5,1
863.9,"NAmes",5,5,1960,1960,"Single-family","Y",117.4,1,3,2,167.5,2010,4,1
996.3,"NAmes",5,5,1959,1959,"Single-family","Y",112.0,1,3,0,108.5,2010,5,1
931.9,"NAmes",6,5,1959,1959,"Single-family","Y",146.8,1,3,2,159.5,2010,6,1
778.6,"NAmes",4,5,1956,1956,"Single-family","Y",124.2,1,3,0,108.0,2010,2,1
1017.2,"NAmes",5,7,1952,1952,"Single-family","Y",98.8,1,2,0,135.0,2010,5,1
1012.1,"NAmes",5,6,1955,1955,"Single-family","Y",90.3,1,3,0,122.5,2010,6,1
1262.2,"NAmes",5,5,1958,1958,"","Y",91.8,1,2,0,119.0,2010,4,1
735.9,"NAmes",5,7,1953,2007,"Single-family","Y",98.2,1,3,0,109.0,2010,1,1
733.7,"NAmes",4,7,1920,1994,"Single-family","Y",91.5,1,2,0,105.0,2010,4,1
668.8,"NAmes",5,7,1955,2007,"Single-family","Y",76.8,1,2,1,107.5,2010,4,1
947.5,"NAmes",5,7,1954,2003,"Single-family","Y",100.9,1,3,0,144.9,2010,5,1
545.1,"NAmes",5,7,1956,2000,"Single-family","Y",86.9,1,2,0,129.0,2010,5,1
1625.9,"NAmes",6,5,1948,1950,"Single-family","Y",135.4,1,3,1,97.5,2010,1,1
648.3,"OldTown",6,5,1980,1980,"Two-family","Y",98.1,0,0,0,144.0,2010,6,1
913.1,"NAmes",5,7,1959,2006,"Single-family","Y",119.6,1,3,1,162.0,2010,3,1
1047.4,"NAmes",7,7,1967,2007,"Single-family","Y",276.6,2,5,1,242.0,2010,6,1
749.1,"NAmes",6,8,1948,2004,"Single-family","Y",113.7,1,3,0,132.0,2010,5,1
696.7,"NAmes",5,7,1959,1994,"Single-family","Y",115.7,1,3,0,154.0,2010,5,1
791.5,"NAmes",5,4,1952,1952,"Single-family","Y",128.7,2,4,0,166.0,2010,6,1
668.8,"NAmes",5,7,1951,2000,"Single-family","Y",83.6,1,3,0,134.8,2010,5,1
928.9,"NAmes",6,6,1962,1962,"Single-family","Y",103.7,1,3,0,160.0,2010,2,1
709.2,"NAmes",5,6,1960,1960,"Single-family","Y",109.2,1,3,0,148.0,2010,6,1
906.6,"NAmes",6,7,1963,1984,"Single-family","Y",129.6,1,2,1,192.0,2010,5,1
715.3,"NAmes",6,5,1966,1966,"Single-family","Y",170.8,1,4,1,155.0,2010,6,1
445.9,"OldTown",4,5,1900,1954,"Single-family","Y",171.3,1,3,2,80.4,2010,1,1
817.5,"OldTown",4,7,1910,2004,"Single-family","Y",105.9,1,3,0,96.5,2010,6,0
416.6,"OldTown",5,7,1920,1950,"Single-family","Y",86.9,1,2,1,109.5,2010,5,0
832.3,"OldTown",5,6,1927,1950,"Single-family","Y",95.5,1,2,1,115.0,2010,3,1
539.2,"OldTown",5,7,1957,1957,"Single-family","Y",125.1,1,3,0,143.0,2010,6,1
537.9,"OldTown",3,6,1915,1950,"Single-family","N",149.1,2,3,0,107.4,2010,5,1
428.1,"OldTown",4,6,1945,1950,"Single-family","Y",69.4,1,2,0,80.0,2010,6,1
668.8,"OldTown",5,7,1940,1992,"Single-family","Y",74.7,1,2,2,119.0,2010,2,1
510.9,"OldTown",5,7,1929,2001,"Single-family","Y",122.2,1,3,0,130.0,2010,4,1
641.0,"OldTown",6,7,1938,2000,"Single-family","Y",116.2,1,3,0,119.0,2010,1,1
1100.9,"OldTown",5,7,1948,2009,"Single-family","Y",151.7,1,3,1,129.0,2010,6,1
765.4,"OldTown",5,6,1920,1962,"Single-family","Y",115.7,1,3,0,100.0,2010,3,1
897.0,"OldTown",2,2,1923,1970,"Single-family","N",77.3,1,2,1,12.8,2010,6,1
791.5,"OldTown",6,8,1928,2003,"Single-family","Y",66.9,1,2,0,105.9,2010,5,1
891.8,"OldTown",8,9,1900,2003,"Single-family","N",145.5,2,3,0,150.0,2010,4,1
1003.3,"OldTown",5,6,1915,1950,"Single-family","Y",153.5,2,4,0,139.0,2010,6,1
836.0,"OldTown",8,9,1890,2002,"Single-family","Y",210.7,3,3,0,240.0,2010,4,1
840.2,"OldTown",5,3,1910,1950,"","N",209.6,2,4,0,76.5,2010,6,0
688.1,"OldTown",6,7,1957,1996,"Single-family","Y",114.8,1,2,0,149.7,2010,4,1
719.0,"OldTown",4,7,1910,1950,"Single-family","Y",126.6,1,3,0,125.5,2010,6,1
1053.4,"OldTown",4,6,1885,1950,"","Y",212.7,2,4,0,122.5,2010,4,1
981.0,"OldTown",6,7,1922,1994,"Single-family","Y",136.6,1,2,0,140.8,2010,6,1
541.6,"BrkSide",5,6,1950,1997,"Single-family","Y",149.7,1,3,0,128.5,2010,3,1
723.9,"BrkSide",7,7,1922,2005,"Single-family","N",192.1,1,3,1,209.5,2010,5,1
464.5,"BrkSide",4,7,1925,1950,"Single-family","N",71.1,1,2,0,87.0,2010,4,1
557.4,"BrkSide",6,7,1939,1950,"Single-family","Y",105.2,1,2,0,134.0,2010,4,1
557.4,"BrkSide",6,6,1940,1950,"Single-family","Y",111.1,1,3,2,128.0,2010,3,1
590.8,"BrkSide",5,6,1942,1950,"Single-family","Y",135.0,1,3,2,132.0,2010,3,1
557.4,"BrkSide",6,7,1948,1950,"Single-family","Y",131.5,1,3,0,139.9,2010,3,1
579.7,"BrkSide",5,7,1936,1980,"Single-family","Y",96.6,1,2,0,123.9,2010,5,1
579.7,"BrkSide",5,5,1930,1950,"Single-family","Y",142.7,2,4,1,138.4,2010,3,1
568.5,"OldTown",6,5,1923,1950,"Single-family","Y",99.2,1,2,1,109.5,2010,3,1
956.8,"OldTown",7,6,1921,1950,"Single-family","Y",158.8,2,3,0,140.0,2010,4,1
751.9,"OldTown",4,5,1915,1950,"Single-family","Y",182.3,1,4,1,149.5,2010,6,1
1198.3,"OldTown",6,8,1912,2009,"Single-family","Y",144.9,1,3,0,159.9,2010,5,0
285.0,"OldTown",6,8,1920,1993,"Single-family","Y",123.0,1,3,0,122.0,2010,2,1
787.0,"IDOTRR",5,5,1963,1963,"Two-family","N",75.8,1,2,0,110.0,2010,5,1
520.2,"IDOTRR",4,5,1930,1950,"","N",101.4,2,3,0,55.0,2010,7,0
708.8,"OldTown",5,9,1900,1996,"","Y",168.3,2,4,1,140.0,2010,5,1
2237.8,"ClearCr",7,7,1940,1950,"Single-family","Y",223.2,2,4,2,244.4,2010,6,1
1417.8,"ClearCr",5,5,1959,1959,"Single-family","Y",155.6,2,3,2,173.0,2010,5,1
987.6,"ClearCr",5,3,1917,1950,"Single-family","N",113.7,1,3,0,107.5,2010,1,1
919.7,"SWISU",5,4,1915,1950,"","N",129.3,1,3,0,100.0,2010,2,0
557.5,"SWISU",6,5,1940,1950,"Single-family","N",85.4,1,3,0,95.0,2010,3,1
599.1,"SWISU",4,1,1907,1950,"Single-family","N",175.0,1,4,0,93.4,2010,3,0
561.8,"SWISU",5,7,1910,1950,"","Y",156.1,2,2,1,114.9,2010,6,1
589.1,"Sawyer",5,8,1875,1996,"Single-family","N",94.8,1,2,0,94.0,2010,5,0
1000.7,"Sawyer",4,3,1967,1967,"Two-family","N",170.2,2,4,0,136.0,2010,5,0
1001.2,"Sawyer",4,5,1968,1968,"Two-family","N",164.2,2,4,0,136.5,2010,4,0
1079.9,"Sawyer",5,4,1965,1965,"","Y",96.5,1,3,0,131.5,2010,4,1
1053.5,"Sawyer",5,6,1957,1996,"Single-family","Y",129.3,1,3,1,121.5,2010,5,1
791.5,"Sawyer",5,5,1967,1967,"Single-family","Y",84.7,1,3,1,125.0,2010,5,1
766.0,"Sawyer",5,8,1968,2001,"Single-family","Y",98.5,1,3,1,154.0,2010,5,1
724.6,"Sawyer",5,7,1966,2008,"Single-family","Y",82.9,1,3,0,137.9,2010,6,1
869.9,"Sawyer",6,7,1969,1969,"Single-family","Y",125.6,1,4,0,158.0,2010,3,1
727.5,"Sawyer",5,5,1968,1968,"Single-family","Y",80.3,1,2,0,137.2,2010,5,1
689.6,"Sawyer",5,5,1978,1978,"Two-family","Y",127.5,1,3,2,160.2,2010,5,1
1042.9,"Sawyer",5,5,1968,1968,"Single-family","Y",133.8,1,4,2,163.0,2010,3,1
1079.1,"Sawyer",6,5,1978,1978,"Single-family","Y",128.8,2,3,1,158.9,2010,4,1
1300.5,"ClearCr",7,5,1996,1997,"Single-family","Y",209.9,2,3,0,328.0,2010,4,1
1863.6,"ClearCr",7,7,1977,2001,"Single-family","Y",137.8,1,1,2,270.0,2010,4,1
860.1,"Sawyer",4,4,1927,1950,"Single-family","N",70.2,1,2,0,85.0,2010,6,1
891.8,"Sawyer",4,7,1950,1995,"Single-family","Y",99.1,2,2,0,128.0,2010,2,1
2191.8,"ClearCr",7,6,1979,1979,"Single-family","Y",141.6,0,0,1,260.0,2010,4,1
1586.8,"ClearCr",6,5,1978,1992,"Single-family","Y",184.0,2,4,1,230.0,2010,5,1
1727.8,"Edwards",3,4,1938,1990,"Single-family","Y",149.6,2,4,1,124.0,2010,6,1
987.0,"Edwards",5,5,1920,1950,"Single-family","N",77.6,1,2,0,83.0,2010,5,1
1066.3,"Edwards",6,7,1950,1987,"Single-family","Y",99.8,1,3,1,144.5,2010,6,1
889.1,"Edwards",5,6,1956,1956,"Single-family","Y",106.3,1,3,0,129.0,2010,6,1
868.6,"Edwards",4,6,1947,1979,"Single-family","Y",142.2,1,3,1,127.0,2010,6,1
884.8,"Edwards",5,7,1954,1998,"Single-family","Y",108.9,1,3,0,128.0,2010,6,1
968.0,"Edwards",6,5,2009,2009,"Single-family","Y",112.6,2,3,0,186.0,2010,3,1
1624.3,"Edwards",7,5,2009,2010,"Single-family","Y",140.1,1,1,2,308.0,2010,1,1
1040.4,"Edwards",5,3,1964,1964,"Single-family","Y",120.6,2,3,0,114.0,2010,6,1
1031.1,"Edwards",4,7,1946,2006,"Single-family","Y",86.4,1,2,0,84.9,2010,4,1
855.2,"SawyerW",6,5,1985,1985,"Single-family","Y",160.9,2,3,1,178.0,2010,6,1
1112.9,"SawyerW",7,5,1987,1987,"Single-family","Y",133.1,1,1,2,270.0,2010,6,1
1148.3,"SawyerW",6,7,1993,1993,"Single-family","Y",167.4,2,3,1,218.0,2010,5,1
923.2,"SawyerW",7,5,1993,1994,"Single-family","Y",181.1,2,3,1,236.0,2010,6,1
842.5,"SawyerW",6,6,1992,1992,"Single-family","Y",92.5,1,2,0,147.0,2010,4,1
973.1,"CollgCr",8,5,2008,2008,"Single-family","Y",157.4,2,3,0,245.4,2010,2,1
628.1,"CollgCr",7,5,2006,2006,"Single-family","Y",112.2,2,2,0,206.0,2010,2,1
966.3,"CollgCr",7,5,2009,2009,"Single-family","Y",113.9,2,3,0,198.9,2010,5,1
683.7,"CollgCr",7,5,2010,2010,"Single-family","Y",113.5,2,2,0,187.0,2010,3,1
1149.7,"SawyerW",7,5,1990,1990,"Single-family","Y",299.3,3,5,2,320.0,2010,5,1
1322.3,"SawyerW",6,8,1900,1993,"Single-family","Y",134.2,2,3,0,138.5,2010,3,1
819.0,"ClearCr",6,7,1971,1971,"Single-family","Y",97.7,1,3,0,155.0,2010,6,1
1031.6,"CollgCr",5,5,1996,1996,"Single-family","Y",89.6,1,2,0,159.0,2010,7,1
867.4,"CollgCr",7,5,1997,1998,"Single-family","Y",157.2,2,3,1,191.0,2010,4,1
812.8,"CollgCr",6,5,1998,1998,"Single-family","Y",156.2,2,3,0,200.5,2010,6,1
1415.7,"CollgCr",5,8,1977,2004,"Single-family","Y",95.3,1,3,0,150.0,2010,6,1
1012.5,"CollgCr",6,7,1977,1977,"Single-family","Y",129.3,1,3,0,161.8,2010,3,1
989.3,"CollgCr",5,6,1976,1976,"Single-family","Y",83.0,1,3,0,128.2,2010,2,1
694.8,"CollgCr",5,6,1972,1972,"Single-family","Y",81.4,1,3,0,127.0,2010,6,1
965.1,"CollgCr",8,5,2003,2003,"Single-family","Y",183.7,2,3,1,318.0,2010,5,1
1061.1,"CollgCr",8,5,2001,2002,"Single-family","Y",148.7,2,3,1,272.0,2010,5,1
887.0,"CollgCr",7,6,2003,2003,"Single-family","Y",169.9,2,3,1,237.0,2010,1,1
870.9,"CollgCr",7,5,1997,1997,"Single-family","Y",194.9,2,4,1,240.0,2010,4,1
1127.5,"CollgCr",7,5,1998,1998,"Single-family","Y",154.3,2,3,0,224.9,2010,5,1
412.0,"CollgCr",6,5,2003,2003,"Townhouse","Y",78.8,1,1,0,143.8,2010,4,1
411.1,"CollgCr",6,5,2004,2004,"Townhouse","Y",78.8,1,1,0,143.0,2010,5,1
987.9,"CollgCr",8,5,2003,2003,"Single-family","Y",154.9,2,3,1,232.0,2010,5,1
780.3,"CollgCr",7,5,2004,2005,"Single-family","Y",137.9,2,3,0,213.0,2010,5,1
